Birth Rate,Business Tax Rate,CO2 Emissions,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound
0.044,35.0%,,Uganda,33,,,"$15,493,320,082",0.093,$41,213,0.049,0.1,0.218,59,57,0.5,1,0.487,0.489,0.024,35148064,0.148,"$967,000,000","$528,000,000"
0.043,14.4%,,Zambia,18,,8462,"$19,201,691,493",0.062,$87,183,0.059,0.1,0.188,57,54,0.6,1,0.468,0.505,0.026,13633796,0.392,"$146,000,000","$140,000,000"
0.032,34.3%,,Zimbabwe,90,,9312,"$10,956,226,611",,,242,0.058,0.2,,56,55,0.7,1,0.408,0.552,0.04,13358738,0.33,"$664,000,000",
0.037,36.3%,,Afghanistan,7,,,"$17,870,159,082",0.084,$48,275,0.074,0.1,0.151,61,59,0.6,1,0.481,0.497,0.022,29105480,0.251,"$137,000,000","$127,000,000"
0.014,38.8%,,Armenia,8,,2716,"$10,142,342,770",0.037,$127,500,0.015,0.3,0.178,78,71,1.1,1,0.204,0.692,0.104,2964120,0.634,"$486,000,000","$546,000,000"
0.019,40.0%,,Azerbaijan,8,,12561,"$65,951,627,200",0.05,$359,225,0.032,0.5,0.19,74,68,1.1,1,0.224,0.718,0.058,9173082,0.536,"$1,500,000,000","$1,778,000,000"
0.021,35.0%,,Bangladesh,19,,31294,"$111,905,616,039",0.038,$27,302,0.037,0.1,0.133,71,69,0.6,1,0.311,0.642,0.047,152862431,0.312,"$97,000,000","$819,000,000"
0.02,40.8%,,Bhutan,36,,,"$1,840,841,618",0.037,$94,274,0.033,0.2,0.14,68,67,0.7,1,0.291,0.663,0.046,729429,0.356,"$76,000,000","$58,000,000"
0.016,16.8%,,Brunei Darussalam,101,,3832,"$16,691,360,399",0.022,$917,96,0.008,0.6,0.055,80,76,1.1,1,0.262,0.7,0.038,406512,0.759,,
0.026,21.4%,,Cambodia,102,,5333,"$12,829,541,141",0.056,$49,173,0.036,0,,74,68,0.9,1,0.314,0.634,0.051,14605862,0.2,"$1,790,000,000","$333,000,000"
0.012,63.5%,,China,38,,2727728,"$7,321,891,954,613",0.051,$274,358,0.013,0.4,0.066,76,74,0.7,1,0.18,0.735,0.085,1344130000,0.506,"$53,313,000,000","$79,010,000,000"
0.014,16.5%,,Georgia,2,,3543,"$14,434,619,972",0.094,$310,387,0.014,0.3,0.15,78,70,1,1,0.174,0.684,0.142,4483350,0.53,"$1,069,000,000","$384,000,000"
0.014,23.0%,,"Hong Kong SAR, China",3,,14894,"$248,514,003,083",,,80,,0.7,0.05,87,80,2.2,1,0.119,0.749,0.132,7071600,1,"$33,169,000,000","$19,172,000,000"
0.021,62.9%,,India,29,,749447,"$1,880,100,141,185",0.039,$62,254,0.045,0.1,0.102,68,64,0.7,1,0.298,0.651,0.051,1221156319,0.313,"$17,708,000,000","$13,699,000,000"
0.02,32.2%,,Indonesia,48,,209009,"$845,931,645,339",0.029,$99,266,0.026,0.1,0.124,72,68,1,1,0.296,0.653,0.051,243801639,0.507,"$9,038,000,000","$8,653,000,000"
0.008,48.4%,,Japan,22,,461468,"$5,905,630,870,455",0.1,"$4,641",330,0.002,0.8,0.015,86,79,1,1,0.132,0.631,0.237,127817277,0.912,"$12,534,000,000","$39,760,000,000"
0.023,28.6%,,Kazakhstan,19,,78101,"$188,048,960,311",0.039,$458,188,0.018,0.5,,74,64,1.6,1,0.252,0.683,0.066,16556600,0.536,"$1,524,000,000","$1,831,000,000"
0.014,,,"Korea, Dem. Rep.",,,19037,,,,,0.024,,,73,66,0,1,0.223,0.687,0.09,24631291,0.603,,
0.009,28.7%,,"Korea, Rep.",6,,260440,"$1,202,463,655,510",0.074,"$1,652",225,0.003,0.8,0.058,84,78,1.1,1,0.157,0.728,0.114,49779440,0.82,"$17,467,000,000","$22,209,000,000"
0.027,33.4%,,Kyrgyz Republic,10,,3097,"$6,197,766,119",0.062,$71,210,0.025,0.2,0.402,74,66,1.2,1,0.301,0.656,0.043,5514600,0.353,"$689,000,000","$566,000,000"
0.028,31.9%,,Lao PDR,93,,,"$8,254,088,067",0.028,$35,362,0.057,0.1,,69,66,0.8,1,0.362,0.601,0.037,6521314,0.343,"$413,000,000","$248,000,000"
0.01,,,"Macao SAR, China",,,,"$36,634,742,799",,,,,0.6,0.053,82,78,2.5,1,0.124,0.802,0.074,546278,1,"$38,976,000,000","$1,476,000,000"
0.018,34.0%,,Malaysia,6,,75907,"$289,258,937,259",0.038,$384,133,0.007,0.6,0.049,77,72,1.3,1,0.272,0.678,0.05,28758968,0.717,"$19,649,000,000","$10,180,000,000"
0.022,9.3%,,Maldives,9,,,"$2,162,990,126",0.081,$525,,0.01,0.3,0.102,78,76,1.6,1,0.294,0.655,0.05,331964,0.412,"$1,868,000,000","$256,000,000"
0.023,24.6%,,Mongolia,13,,3607,"$8,761,426,371",0.06,$190,192,0.028,0.1,0.166,71,63,1.1,1,0.27,0.692,0.038,2754209,0.685,"$258,000,000","$404,000,000"
0.018,,,Myanmar,,,14056,,0.018,$19,,0.042,0,0.163,67,63,0,1,0.257,0.692,0.051,52350763,0.319,"$293,000,000","$132,000,000"
0.022,31.5%,,Nepal,29,,10391,"$18,850,351,853",0.061,$41,326,0.035,0.1,,69,66,0.5,1,0.364,0.586,0.05,27156367,0.172,"$415,000,000","$420,000,000"
0.026,34.6%,,Pakistan,21,,84845,"$213,685,918,599",0.03,$36,560,0.072,0.1,0.144,67,65,0.6,1,0.349,0.608,0.043,176166353,0.37,"$1,123,000,000","$1,851,000,000"
0.025,44.5%,,Philippines,36,,40452,"$224,095,219,329",0.044,$105,195,0.025,0.3,0.067,72,65,1,1,0.349,0.613,0.038,95053437,0.45,"$4,026,000,000","$5,807,000,000"
0.01,27.1%,,Singapore,3,,33447,"$274,065,043,106",0.042,"$2,144",84,0.002,0.7,0.054,84,80,1.5,1,0.169,0.737,0.093,5183700,1,"$18,082,000,000","$21,437,000,000"
0.018,112.9%,,Sri Lanka,37,,10421,"$59,178,013,928",0.033,$93,256,0.009,0.2,0.094,77,71,0.9,1,0.251,0.669,0.08,20869000,0.183,"$1,421,000,000","$926,000,000"
0.033,84.5%,,Tajikistan,24,,2395,"$6,522,732,203",0.058,$48,224,0.043,0.1,0.248,71,64,0.8,1,0.358,0.61,0.032,7814850,0.265,"$39,800,000","$8,400,000"
0.011,36.9%,,Thailand,29,,119147,"$345,672,232,116",0.041,$214,264,0.012,0.2,0.069,77,71,1.2,1,0.189,0.72,0.091,66576332,0.454,"$30,926,000,000","$7,320,000,000"
0.036,11.0%,,Timor-Leste,94,,,"$1,128,300,000",0.046,$46,276,0.05,0,0.11,68,65,0.6,1,0.469,0.5,0.032,1120392,0.302,"$24,000,000","$63,000,000"
0.022,,,Turkmenistan,,,24710,"$29,233,333,333",0.021,$114,,0.05,0.1,,69,61,1,1,0.289,0.671,0.041,5106668,0.487,,
0.022,97.5%,,Uzbekistan,14,,47755,"$45,324,319,955",0.056,$91,205,0.039,0.3,,71,65,0.9,1,0.293,0.664,0.043,29339400,0.362,,
0.016,40.0%,,Vietnam,38,,61210,"$135,539,487,317",0.068,$93,941,0.02,0.4,0.17,80,71,1.4,1,0.231,0.703,0.065,87840000,0.31,"$5,710,000,000","$1,710,000,000"
0.013,31.5%,,Albania,6,,2173,"$12,890,867,763",0.06,$243,371,0.014,0.5,0.124,80,74,1,1,0.221,0.676,0.103,2829337,0.532,"$1,833,000,000","$1,678,000,000"
,,,Andorra,,,,,0.072,"$3,053",,0.002,0.8,,,,0.8,1,,,,77865,0.873,,
0.009,52.3%,,Austria,25,,33019,"$415,984,217,115",0.113,"$5,643",170,0.003,0.8,,84,78,1.5,1,0.146,0.673,0.181,8406187,0.659,"$22,453,000,000","$12,920,000,000"
0.012,62.3%,,Belarus,10,,29501,"$59,734,593,905",0.049,$311,654,0.004,0.4,0.136,77,65,1.1,1,0.149,0.712,0.138,9473000,0.75,"$747,000,000","$729,000,000"
0.012,57.0%,,Belgium,4,,59094,"$513,317,999,900",0.105,"$4,914",156,0.004,0.8,,83,78,1.1,1,0.168,0.658,0.174,11047744,0.977,"$13,008,000,000","$24,215,000,000"
0.009,23.7%,,Bosnia and Herzegovina,40,,7095,"$18,252,896,439",0.099,$471,422,0.006,0.6,0.074,79,73,0.8,1,0.169,0.678,0.153,3839322,0.393,"$734,000,000","$238,000,000"
0.01,27.2%,,Bulgaria,18,,19216,"$53,542,780,661",0.073,$522,500,0.011,0.5,0.106,78,71,1.4,1,0.134,0.68,0.186,7348328,0.726,"$4,554,000,000","$1,498,000,000"
0.01,21.9%,,Croatia,8,,8439,"$61,520,901,516",0.068,$992,196,0.004,0.6,0.097,80,74,1.2,1,0.151,0.671,0.177,4280622,0.578,"$9,638,000,000","$919,000,000"
0.012,22.0%,,Cyprus,8,,2368,"$24,851,264,943",0.074,"$2,123",149,0.003,0.6,,82,77,1,1,0.174,0.708,0.118,1116513,0.674,"$2,751,000,000","$1,721,000,000"
0.01,48.1%,,Czech Republic,20,,43429,"$216,061,200,559",0.075,"$1,545",557,0.003,0.7,0.057,81,75,1.2,1,0.143,0.699,0.158,10496088,0.732,"$8,503,000,000","$4,660,000,000"
0.011,26.4%,,Denmark,6,,17997,"$333,743,578,564",0.109,"$6,521",135,0.003,0.9,,82,78,1.3,1,0.178,0.651,0.171,5570572,0.87,"$6,366,000,000","$9,840,000,000"
0.011,57.6%,,Estonia,7,,5603,"$22,542,967,739",0.058,$928,81,0.003,0.8,0.061,81,71,1.4,1,0.155,0.668,0.176,1327439,0.68,"$1,683,000,000","$939,000,000"
0.012,,,Faeroe Islands,,,,,,,,,0.8,,84,79,1.2,1,,,,49551,0.411,,
0.011,39.0%,,Finland,14,,34749,"$262,379,400,238",0.09,"$4,411",93,0.002,0.9,,84,77,1.7,1,0.164,0.659,0.177,5388272,0.837,"$5,591,000,000","$6,009,000,000"
0.013,64.7%,,France,7,,252827,"$2,782,210,861,683",0.116,"$4,968",132,0.004,0.8,,86,79,0.9,1,0.183,0.646,0.171,65343588,0.786,"$65,959,000,000","$53,914,000,000"
0.008,45.6%,,Germany,15,,311770,"$3,628,110,015,053",0.113,"$4,996",221,0.003,0.8,,83,78,1.1,1,0.133,0.657,0.21,81797673,0.745,"$53,399,000,000","$100,165,000,000"
0.01,45.9%,,Greece,11,,26723,"$289,886,951,188",0.09,"$2,304",224,0.004,0.5,,84,78,1.1,1,0.146,0.663,0.192,11123213,0.766,"$14,984,000,000","$3,197,000,000"
0.009,52.0%,,Hungary,4,,24964,"$137,452,115,093",0.079,"$1,096",277,0.006,0.7,0.083,79,71,1.2,1,0.146,0.685,0.169,9971727,0.693,"$6,929,000,000","$3,028,000,000"
0.014,29.6%,,Iceland,5,,5731,"$14,042,801,904",0.092,"$4,051",140,0.002,0.9,0.077,84,81,1.1,1,0.208,0.669,0.123,319014,0.937,"$751,000,000","$740,000,000"
0.016,25.4%,,Ireland,13,,13216,"$226,035,376,257",0.088,"$4,306",76,0.003,0.7,,83,79,1.1,1,0.215,0.67,0.115,4576794,0.621,"$9,526,000,000","$6,837,000,000"
,,,Isle of Man,,,,,,,,,,,,,,1,,,,84654,0.52,,
0.009,67.7%,,Italy,6,,167416,"$2,196,336,800,620",0.092,"$3,339",285,0.003,0.5,0.046,85,80,1.6,1,0.14,0.654,0.205,59379449,0.684,"$45,368,000,000","$35,724,000,000"
0.018,15.4%,,Kosovo,58,,2528,"$6,630,214,452",,,164,,,0.139,72,68,,1,,,,1790957,,,
0.009,37.1%,,Latvia,16,,4371,"$28,480,338,368",0.06,$826,290,0.008,0.7,0.064,79,69,1.1,1,0.143,0.672,0.185,2059709,0.676,"$1,102,000,000","$920,000,000"
0.011,,,Liechtenstein,,,,,,,,,0.9,,84,80,1,1,,,,36388,0.144,,
0.011,43.1%,,Lithuania,22,,7287,"$43,083,067,994",0.067,$887,175,0.005,0.6,,79,68,1.6,1,0.151,0.693,0.155,3028115,0.667,"$1,417,000,000","$874,000,000"
0.011,19.8%,,Luxembourg,19,,4171,"$58,009,863,403",0.067,"$7,751",59,0.002,0.9,,84,79,1.5,1,0.175,0.685,0.14,518347,0.889,"$4,825,000,000","$3,822,000,000"
0.011,8.4%,,"Macedonia, FYR",3,,3122,"$10,395,222,334",0.069,$344,119,0.008,0.6,0.089,77,73,1.1,1,0.171,0.71,0.118,2103890,0.57,"$242,000,000","$159,000,000"
0.01,41.0%,,Malta,40,,857,"$9,302,057,270",0.087,"$1,900",139,0.005,0.7,0.047,83,79,1.2,1,0.153,0.697,0.15,416268,0.948,"$1,465,000,000","$401,000,000"
0.012,30.8%,,Moldova,9,,3331,"$7,016,162,818",0.114,$224,228,0.014,0.4,0.144,73,65,0.9,1,0.165,0.723,0.112,3559986,0.449,"$262,000,000","$374,000,000"
,,,Monaco,,,,"$6,074,506,533",0.044,"$7,180",,0.003,0.8,,,,0.9,1,,,,37261,1,,
0.012,20.9%,,Montenegro,10,,1179,"$4,501,753,898",0.072,$522,372,0.006,0.4,0.097,77,72,1.9,1,0.193,0.682,0.126,620644,0.633,"$926,000,000","$70,000,000"
0.011,39.6%,,Netherlands,8,,77419,"$832,755,438,977",0.119,"$5,997",127,0.004,0.9,0.02,83,79,1.2,1,0.173,0.667,0.159,16693074,0.878,"$20,970,000,000","$20,884,000,000"
0.012,40.7%,,Norway,7,,28137,"$490,806,911,071",0.099,"$9,908",87,0.003,0.9,,84,79,1.2,1,0.187,0.661,0.152,4953088,0.794,"$6,301,000,000","$16,833,000,000"
0.01,39.5%,,Poland,32,,101313,"$515,771,297,421",0.068,$915,296,0.005,0.6,,81,73,1.3,1,0.149,0.713,0.137,38534157,0.608,"$11,598,000,000","$8,882,000,000"
0.009,42.7%,,Portugal,4,,23084,"$237,888,302,256",0.102,"$2,302",275,0.003,0.6,,84,77,1.2,1,0.15,0.667,0.182,10557560,0.612,"$14,882,000,000","$4,948,000,000"
0.01,43.1%,,Romania,14,,35830,"$182,610,666,616",0.056,$480,222,0.012,0.4,0.121,78,71,1.1,1,0.15,0.701,0.149,20147528,0.54,"$2,018,000,000","$2,295,000,000"
0.013,46.9%,,Russian Federation,29,,730970,"$1,904,793,021,649",0.061,$803,290,0.01,0.5,0.085,76,64,1.4,1,0.151,0.718,0.13,142956460,0.737,"$16,961,000,000","$37,343,000,000"
0.01,,,San Marino,,,,,0.055,"$3,553",,0.003,0.5,0.059,86,80,1.1,1,,,,31048,0.941,,
0.009,34.0%,,Serbia,13,,16185,"$43,749,934,551",0.103,$622,279,0.006,0.4,0.172,77,72,1.3,1,0.167,0.695,0.138,7234099,0.553,"$1,149,000,000","$1,263,000,000"
0.011,47.6%,,Slovak Republic,18,,17349,"$95,877,536,836",0.079,"$1,415",231,0.007,0.7,,80,72,1.1,1,0.15,0.725,0.125,5398384,0.544,"$2,514,000,000","$2,449,000,000"
0.011,33.9%,,Slovenia,6,,7249,"$50,250,147,802",0.089,"$2,171",260,0.003,0.7,,83,77,1.1,1,0.141,0.691,0.169,2052843,0.499,"$2,953,000,000","$1,315,000,000"
0.01,38.7%,,Spain,28,,125570,"$1,454,534,452,554",0.093,"$2,978",187,0.004,0.7,,86,80,1.1,1,0.151,0.677,0.173,46742697,0.787,"$67,698,000,000","$23,583,000,000"
0.012,52.0%,,Sweden,16,,49045,"$536,000,581,090",0.095,"$5,419",122,0.002,0.9,,84,80,1.2,1,0.166,0.649,0.185,9449213,0.852,"$12,777,000,000","$17,187,000,000"
0.01,28.9%,,Switzerland,18,,25375,"$658,867,317,929",0.11,"$9,248",63,0.004,0.9,0.027,85,81,1.3,1,0.149,0.679,0.172,7912398,0.737,"$20,640,000,000","$16,612,000,000"
0.017,40.0%,,Turkey,6,,112459,"$774,754,155,294",0.061,$644,226,0.019,0.4,,78,71,0.9,1,0.264,0.665,0.072,73058638,0.713,"$30,093,000,000","$5,372,000,000"
0.011,57.1%,,Ukraine,24,,126438,"$163,421,733,019",0.073,$262,657,0.01,0.3,0.159,76,66,1.2,1,0.14,0.704,0.156,45706100,0.689,"$5,406,000,000","$4,829,000,000"
0.013,36.1%,,United Kingdom,12,,188074,"$2,462,484,285,580",0.094,"$3,659",110,0.004,0.9,0.005,83,79,1.2,1,0.175,0.656,0.169,63258918,0.816,"$45,940,000,000","$64,627,000,000"
0.016,13.5%,,Bahrain,9,,9506,"$29,044,378,668",0.038,$766,36,0.006,0.8,0.068,77,76,1.3,1,0.198,0.781,0.021,1292764,0.886,"$1,766,000,000","$899,000,000"
0.019,44.1%,,"Iran, Islamic Rep.",11,,212145,"$528,426,099,489",0.068,$483,344,0.016,0.2,0.11,75,72,0.7,1,0.236,0.712,0.052,75424285,0.712,"$2,574,000,000","$10,881,000,000"
0.032,27.8%,,Iraq,32,,40220,"$191,176,927,521",0.027,$160,312,0.029,0.1,0.136,73,65,0.8,1,0.409,0.558,0.033,31760020,0.691,"$1,557,000,000","$1,879,000,000"
0.021,30.2%,,Israel,20,,23254,"$258,216,783,343",0.076,"$2,373",235,0.003,0.7,0.06,84,80,1.2,1,0.273,0.622,0.105,7765800,0.919,"$6,029,000,000","$4,937,000,000"
0.028,27.7%,,Jordan,12,,7064,"$28,840,197,019",0.088,$386,151,0.017,0.3,0.087,75,72,1.1,1,0.346,0.62,0.034,6181000,0.827,"$3,860,000,000","$1,280,000,000"
0.021,10.7%,,Kuwait,32,,32523,"$160,600,006,232",0.026,"$1,349",98,0.009,0.7,0.052,75,73,1.6,1,0.251,0.728,0.021,3124705,0.983,"$644,000,000","$9,179,000,000"
0.013,30.2%,,Lebanon,9,,6349,"$40,078,938,640",0.074,$646,180,0.009,0.5,0.075,82,77,0.8,1,0.227,0.688,0.085,4382790,0.873,"$6,797,000,000","$4,440,000,000"
0.022,22.0%,,Oman,8,,25276,"$69,971,912,138",0.024,$610,62,0.01,0.5,0.062,79,74,1.6,1,0.257,0.717,0.026,3024774,0.757,"$1,612,000,000","$1,982,000,000"
0.011,11.3%,,Qatar,9,,33285,"$169,804,731,108",0.019,"$1,738",36,0.007,0.7,0.055,79,77,1.2,1,0.134,0.856,0.01,1910902,0.988,"$4,463,000,000","$7,813,000,000"
0.02,14.5%,,Saudi Arabia,21,,187070,"$669,506,666,667",0.035,$721,79,0.014,0.5,,77,74,1.9,1,0.302,0.669,0.029,27761728,0.823,"$9,317,000,000","$18,202,000,000"
0.025,39.7%,,Syrian Arab Republic,13,,19986,,0.034,$102,336,0.013,0.2,,78,72,0.6,1,0.355,0.607,0.038,21961676,0.561,,
0.016,14.1%,,United Arab Emirates,13,,66108,"$348,594,945,288",0.031,"$1,375",12,0.007,0.8,,78,76,1.3,1,0.14,0.857,0.003,8925096,0.844,,
0.032,32.7%,,"Yemen, Rep.",12,,7260,"$29,207,296,703",0.05,$63,248,0.044,0.1,0.25,64,61,0.5,1,0.413,0.559,0.028,23304206,0.323,"$780,000,000","$258,000,000"
,,,American Samoa,,,,,,,,,,,,,,1,,,,55274,0.875,,
0.014,47.3%,,Australia,3,,122888,"$1,386,889,147,177",0.092,"$6,114",109,0.004,0.8,0.077,84,80,1,1,0.189,0.674,0.137,22340000,0.889,"$34,207,000,000","$33,328,000,000"
0.021,38.3%,,Fiji,45,,,"$3,753,485,389",0.038,$167,163,0.02,0.3,0.075,73,67,0.8,1,0.289,0.661,0.05,867921,0.522,"$933,000,000","$115,000,000"
0.017,,,French Polynesia,,,,,,,,,0.5,,78,74,0.8,1,0.233,0.698,0.07,270874,0.563,"$384,000,000","$168,000,000"
0.018,,,Guam,,,,,,,,,0.6,,81,76,,1,0.271,0.654,0.075,160858,0.942,,
0.023,31.8%,,Kiribati,31,,,"$172,253,739",0.108,$181,120,0.047,0.1,,71,65,0.1,1,0.33,0.631,0.039,99250,0.439,,
,64.8%,,Marshall Islands,17,,,"$170,700,000",0.16,$567,128,0.032,0.1,,,,,1,,,,52495,0.716,,
0.024,59.0%,,"Micronesia, Fed. Sts.",16,,,"$310,287,519",0.137,$412,128,0.032,0.2,0.144,70,68,0.3,1,0.364,0.597,0.039,103424,0.223,"$26,000,000","$8,000,000"
0.016,,,New Caledonia,,,,,,,,,0.5,,79,73,0.9,1,0.231,0.671,0.098,254000,0.679,"$153,000,000","$176,000,000"
0.014,34.4%,,New Zealand,1,,18167,"$163,841,041,662",0.103,"$3,715",172,0.005,0.8,0.061,83,79,1.1,1,0.204,0.663,0.133,4405200,0.862,"$5,546,000,000","$3,462,000,000"
0.03,42.1%,,Papua New Guinea,51,,,"$12,393,604,089",0.042,$74,194,0.05,0,0.108,64,60,0.3,1,0.387,0.584,0.028,7012977,0.13,"$3,500,000",
0.027,18.9%,,Samoa,9,,,"$631,791,993",0.07,$245,224,0.016,0.1,0.1,76,70,,1,0.381,0.569,0.051,187429,0.199,"$135,000,000","$22,200,000"
0.032,26.2%,,Solomon Islands,42,,,"$868,574,141",0.077,$124,80,0.026,0.1,0.132,69,66,0.5,1,0.406,0.561,0.033,537997,0.205,"$86,700,000","$66,000,000"
0.027,25.4%,,Tonga,16,,,"$423,038,017",0.05,$219,164,0.011,0.3,0.114,75,69,0.5,1,0.374,0.568,0.058,104554,0.234,,
0.027,8.4%,,Vanuatu,35,,,"$785,745,262",0.038,$125,120,0.015,0.1,0.055,73,69,0.6,1,0.378,0.582,0.04,241778,0.249,"$252,000,000","$39,000,000"
0.017,41.0%,,Antigua and Barbuda,21,,,"$1,127,037,037",0.055,$703,207,0.008,0.5,0.109,78,73,2,1,0.258,0.67,0.072,88152,0.257,"$312,000,000","$50,000,000"
0.017,107.7%,,Argentina,25,,80112,"$557,727,273,773",0.079,$866,415,0.013,0.5,0.141,80,72,1.5,1,0.246,0.646,0.107,40728738,0.911,"$6,060,000,000","$7,477,000,000"
0.011,,,Aruba,,,,"$2,584,463,687",,,,,0.7,0.097,78,73,,1,0.204,0.689,0.107,101932,0.427,"$1,360,000,000","$289,000,000"
0.015,46.6%,,"Bahamas, The",24,,,"$7,872,584,000",0.075,"$1,622",58,0.011,0.7,0.051,78,72,0.8,1,0.22,0.708,0.072,366331,0.826,"$2,223,000,000","$347,000,000"
0.013,41.1%,,Barbados,18,,,"$4,368,900,000",0.072,$935,245,0.014,0.7,0.087,77,73,1.2,1,0.191,0.704,0.105,281804,0.319,,
0.024,33.2%,,Belize,44,,,"$1,489,000,000",0.058,$264,147,0.015,0.2,0.134,77,71,0.7,1,0.349,0.612,0.039,316280,0.447,"$248,000,000","$37,000,000"
0.012,,,Bermuda,,,,"$5,550,771,000",,,,,0.9,,82,77,,1,,,,64564,1,"$472,000,000","$413,000,000"
0.026,80.0%,,Bolivia,49,,7704,"$23,948,541,156",0.05,$115,1080,0.033,0.3,0.109,69,65,0.8,1,0.356,0.596,0.048,10324445,0.669,"$499,000,000","$410,000,000"
0.015,66.3%,,Brazil,119,,270028,"$2,476,694,763,271",0.089,"$1,119",2600,0.014,0.5,0.439,77,70,1.2,1,0.25,0.679,0.071,196935134,0.846,"$6,830,000,000","$25,070,000,000"
0.011,26.1%,,Canada,5,,251845,"$1,778,632,046,933",0.109,"$5,656",131,0.005,0.8,0.03,83,79,0.8,1,0.164,0.691,0.145,34342780,0.811,"$19,989,000,000","$41,234,000,000"
0.015,,,Cayman Islands,,,,,,,,,0.7,,,,1.7,1,,,,56601,1,"$472,000,000","$145,000,000"
0.014,24.5%,,Chile,8,,33574,"$251,162,316,598",0.071,"$1,022",316,0.007,0.5,0.09,82,76,1.3,1,0.217,0.688,0.094,17308449,0.888,"$2,751,000,000","$2,047,000,000"
0.019,76.4%,,Colombia,14,,31613,"$335,415,156,702",0.065,$466,193,0.015,0.4,0.112,77,70,1,1,0.284,0.658,0.058,47078792,0.753,"$2,992,000,000","$2,842,000,000"
0.016,55.3%,,Costa Rica,60,,4655,"$41,237,296,807",0.102,$883,246,0.009,0.4,0.161,82,77,0.9,1,0.244,0.689,0.067,4737680,0.729,"$2,375,000,000","$522,000,000"
0.01,,,Cuba,,,11187,"$68,233,900,000",0.106,$648,,0.006,0.2,,81,77,0.1,1,0.169,0.703,0.127,11276053,0.767,"$2,503,000,000",
0.013,,,Curacao,,,,,,,,,,,81,74,1.4,1,0.197,0.669,0.134,150612,0.898,"$540,000,000","$321,000,000"
,37.1%,,Dominica,12,,,"$491,481,481",0.06,$402,117,0.011,0.5,0.088,,,1.5,1,,,,71401,0.684,"$113,000,000","$12,000,000"
0.022,41.2%,,Dominican Republic,19,,7382,"$55,433,248,935",0.054,$293,324,0.025,0.4,0.156,76,70,0.9,1,0.308,0.631,0.061,10147598,0.749,"$4,436,000,000","$545,000,000"
0.021,35.3%,,Ecuador,56,,12942,"$76,769,729,000",0.069,$362,654,0.02,0.3,,79,73,1,1,0.306,0.631,0.063,15246481,0.629,"$849,000,000","$917,000,000"
0.02,34.8%,,El Salvador,17,,4319,"$23,139,000,000",0.068,$252,320,0.015,0.2,,77,67,1.3,1,0.313,0.617,0.07,6256242,0.648,"$729,000,000","$244,000,000"
0.014,,,Greenland,,,,,,,,,0.6,,,,1,1,,,,56890,0.848,,
0.019,45.3%,,Grenada,15,,,"$778,518,505",0.065,$481,140,0.011,0.3,0.107,75,70,1.2,1,0.272,0.656,0.072,105074,0.356,"$117,000,000","$10,000,000"
0.032,40.9%,,Guatemala,37,,10163,"$47,654,789,735",0.067,$215,344,0.028,0.1,0.134,75,68,1.3,1,0.412,0.544,0.045,14706578,0.498,"$1,350,000,000","$935,000,000"
0.021,35.9%,,Guyana,20,,,"$2,576,602,497",0.068,$221,263,0.032,0.3,0.145,69,63,0.7,1,0.373,0.595,0.033,790882,0.283,"$95,000,000","$79,000,000"
0.026,40.4%,,Haiti,105,,3211,"$7,516,834,160",0.085,$62,184,0.057,0.1,0.116,64,61,0.4,1,0.358,0.598,0.045,10032864,0.535,"$162,000,000","$458,000,000"
0.026,43.6%,,Honduras,14,,4740,"$17,710,325,578",0.084,$187,224,0.02,0.2,0.186,76,71,1,1,0.362,0.594,0.043,7776669,0.523,"$642,000,000","$446,000,000"
0.015,44.3%,,Jamaica,7,,3066,"$14,433,926,129",0.052,$273,414,0.015,0.4,0.195,76,71,1.1,1,0.284,0.637,0.079,2699838,0.539,"$2,055,000,000","$213,000,000"
0.019,52.7%,,Mexico,6,,186171,"$1,170,085,556,896",0.06,$609,347,0.014,0.4,0.049,79,75,0.8,1,0.295,0.643,0.061,119361233,0.781,"$12,458,000,000","$9,704,000,000"
0.024,66.9%,,Nicaragua,39,,3038,"$9,898,547,558",0.076,$124,207,0.021,0.1,0.105,77,71,0.8,1,0.339,0.615,0.046,5905146,0.575,"$378,000,000","$380,000,000"
0.02,43.6%,,Panama,8,,4058,"$33,270,500,000",0.079,$664,482,0.016,0.4,0.069,80,74,1.8,1,0.29,0.641,0.069,3740282,0.654,"$2,925,000,000","$665,000,000"
0.024,35.0%,,Paraguay,35,,4858,"$25,071,193,102",0.089,$352,387,0.02,0.2,0.174,74,70,1,1,0.331,0.616,0.053,6573097,0.587,"$281,000,000","$309,000,000"
0.02,36.6%,,Peru,25,,20582,"$170,563,949,736",0.047,$283,309,0.014,0.4,0.187,77,72,1.1,1,0.296,0.643,0.061,29614887,0.773,"$2,912,000,000","$1,764,000,000"
0.011,63.1%,,Puerto Rico,6,,,"$100,351,670,000",,,218,,0.5,,82,75,0.8,1,0.201,0.666,0.132,3686580,0.938,"$3,143,000,000","$1,196,000,000"
,,,Sint Maarten (Dutch part),,,,,,,,,,,,,,1,,,,38486,1,"$729,000,000","$112,000,000"
